country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
Canada,Computer Vision Engineer,Analytics,Lead,19,170742,Diploma,Finance,Startup,2023,Onsite,3.64,27,48.13272195,0.026,74,0.9,68.56,14,20,49,9,78,45,68,71,79,1.98,75
India,Data Analyst,Reinforcement Learning,Lead,13,33421,Bachelor,Finance,Small,2021,Hybrid,4.26,19,42.74865351,0.077,68,1.9,61.07,13,23,29,65,82,43,55,54,45,1.5,66
Brazil,Research Scientist,Reinforcement Learning,Mid,2,49297,Diploma,Finance,Medium,2026,Onsite,3.79,9,51.1435349,0.235,54,4.89,60.26,9,11,90,26,74,47,70,31,19,2.5,66
UK,NLP Engineer,Reinforcement Learning,Lead,15,134827,Master,Healthcare,Large,2025,Remote,4.52,17,31.52114955,0.039,71,1.74,45.55,13,16,9,30,83,54,59,55,13,0.55,75
France,Research Scientist,Generative AI,Mid,2,83451,PhD,Consulting,Large,2022,Remote,3.59,19,70.28739388,0.231,80,3.09,48.08,14,22,60,83,70,68,52,31,97,1.4,70
Japan,Data Scientist,Computer Vision,Senior,9,97234,Diploma,Retail,Medium,2023,Onsite,4.56,16,49.50313405,0.118,80,5.04,61.96,3,12,52,79,78,61,77,70,81,0.66,79
UAE,Machine Learning Engineer,Computer Vision,Entry,1,59511,Diploma,Retail,Startup,2025,Hybrid,4.44,8,62.94437848,0.297,84,5.37,91.31,11,26,94,12,54,64,65,31,73,1.02,59
Brazil,Machine Learning Engineer,NLP,Entry,1,42154,Bachelor,Energy,Startup,2020,Onsite,3.41,14,57.70388657,0.344,83,4.67,52.33,8,12,15,10,59,62,58,64,89,2.38,54
India,NLP Engineer,Generative AI,Entry,0,28136,PhD,Telecom,Medium,2023,Onsite,4.29,21,58.88112848,0.316,77,7.83,64.16,11,19,79,42,67,70,83,12,86,0.52,62
UK,Research Scientist,Forecasting,Lead,12,168812,Master,Tech,Small,2021,Hybrid,3.91,20,38.67631288,0,60,0.2,72.92,5,19,15,74,78,42,55,42,76,2.24,81
Canada,Software Engineer AI,NLP,Mid,3,78832,Bachelor,Automotive,Small,2024,Remote,3.47,14,37.82469954,0.183,61,6.83,64.37,9,17,15,35,88,60,83,12,35,1.94,72
India,Software Engineer AI,Computer Vision,Entry,1,33454,Bachelor,Finance,Enterprise,2022,Remote,3.24,15,63.02884451,0.397,74,5.42,83.09,8,21,65,35,60,66,82,12,57,2.48,65
Netherlands,Research Scientist,Computer Vision,Lead,16,158747,Diploma,Education,Enterprise,2023,Remote,3.62,14,45.27441872,0.166,78,3.94,57.99,14,23,16,39,82,67,66,31,63,2.38,82
Netherlands,Computer Vision Engineer,Reinforcement Learning,Senior,6,106631,Bootcamp,Automotive,Small,2021,Remote,3.34,1,57.45735493,0.046,68,9.49,78.88,5,29,92,94,93,64,87,62,1,2.16,91
UAE,NLP Engineer,NLP,Senior,9,94972,PhD,Finance,Startup,2026,Onsite,4.53,12,39.34130624,0,59,1.84,88.84,3,27,100,54,79,33,55,42,68,1.74,69
USA,Machine Learning Engineer,LLM,Mid,4,132650,Bootcamp,Consulting,Small,2022,Remote,4.59,7,51.7498786,0.245,88,0.88,66.74,4,21,26,76,72,66,77,20,49,0.52,72
France,Software Engineer AI,LLM,Lead,14,138430,PhD,Education,Startup,2026,Onsite,4.09,16,57.06436895,0.141,100,6.92,75.1,7,12,57,33,75,79,43,85,65,0.78,77
Japan,Data Analyst,Analytics,Senior,7,73641,Diploma,Telecom,Small,2024,Remote,4.26,9,68.78025473,0.129,50,8.79,58.09,4,28,17,24,80,46,65,54,64,2.04,65
Brazil,Computer Vision Engineer,MLOps,Mid,5,43028,Diploma,Energy,Large,2023,Remote,4.56,9,49.68891815,0.13,83,6.09,99.35,12,22,24,65,83,70,64,36,95,1.84,65
France,Data Analyst,Reinforcement Learning,Lead,18,118121,PhD,Healthcare,Small,2024,Onsite,4.42,20,24.40494505,0.036,98,7.3,83.23,4,17,15,42,97,78,76,58,25,1.56,73
Netherlands,NLP Engineer,Reinforcement Learning,Mid,2,82417,Bachelor,Tech,Medium,2021,Remote,3.78,20,36.40372469,0.12,66,1.24,64.83,13,20,52,96,82,41,83,24,88,0.53,78
France,Software Engineer AI,Generative AI,Lead,19,165351,Master,Telecom,Medium,2023,Onsite,4.29,19,40.21315137,0.113,66,4.79,57.6,9,19,80,11,83,43,48,55,19,1.49,72
Netherlands,Research Scientist,Computer Vision,Entry,0,81080,Bachelor,Finance,Enterprise,2025,Hybrid,3.69,6,39.99301839,0.331,73,4.78,76.89,6,20,19,37,75,57,75,12,41,1.97,76
USA,Machine Learning Engineer,NLP,Lead,12,162707,PhD,Telecom,Small,2025,Remote,4.61,15,57.24583354,0.067,79,7.19,75.26,3,17,63,7,81,70,82,22,19,0.74,82
UAE,Computer Vision Engineer,Computer Vision,Senior,6,77746,Master,Automotive,Enterprise,2021,Remote,4.39,31,41.52855899,0.099,80,8.91,96.16,11,29,90,45,78,69,74,33,77,1.82,71
Singapore,Machine Learning Engineer,Forecasting,Entry,1,87607,Master,Gaming,Enterprise,2026,Onsite,3.55,15,35.43748529,0.442,75,6.23,73.27,10,29,63,49,63,65,78,12,63,1.48,79
France,Computer Vision Engineer,Forecasting,Entry,1,69037,Master,Tech,Enterprise,2021,Remote,3.26,20,69.459751,0.459,85,5.21,98.91,4,25,46,7,62,69,73,17,48,2.21,71
Japan,Data Analyst,Computer Vision,Senior,6,60297,Bootcamp,Healthcare,Startup,2021,Hybrid,4.33,34,90.17685565,0.06,88,6.19,83.24,12,29,13,11,84,77,61,46,63,1.48,68
USA,Research Scientist,Computer Vision,Lead,13,212543,Bootcamp,Finance,Enterprise,2025,Hybrid,4.42,28,60.39885315,0.034,90,0.23,87.13,11,12,71,23,81,55,97,33,94,1.04,97
Australia,Software Engineer AI,Generative AI,Lead,18,181337,Master,Energy,Large,2023,Onsite,3.49,22,80.70433524,0.119,91,6.76,89.28,13,28,40,32,80,65,58,49,41,2.45,88
Australia,Computer Vision Engineer,NLP,Mid,5,83392,PhD,Gaming,Medium,2021,Hybrid,4.72,21,46.93037816,0.179,94,1.66,60.06,8,16,9,46,71,53,63,57,4,1.85,67
Netherlands,NLP Engineer,LLM,Mid,2,74690,PhD,Energy,Startup,2026,Onsite,3.95,10,26.38399433,0.237,82,6,46.44,3,15,70,83,64,66,66,43,33,1.69,61
UK,Computer Vision Engineer,NLP,Mid,2,70105,Master,Finance,Enterprise,2025,Onsite,3.41,12,53.45614478,0.209,92,4.28,86.69,6,26,100,46,77,62,71,12,6,1.73,67
Singapore,Data Scientist,Reinforcement Learning,Lead,13,176681,Master,Automotive,Small,2020,Remote,4.28,13,31.86376991,0,74,0.25,60.46,12,24,93,18,89,49,88,39,50,2.12,88
Australia,Software Engineer AI,NLP,Senior,8,95791,PhD,Healthcare,Large,2024,Onsite,4.68,16,51.38591168,0.103,52,2.28,66.33,7,18,75,42,87,48,75,22,84,0.97,79
USA,NLP Engineer,NLP,Lead,14,173342,Master,Consulting,Medium,2025,Hybrid,3.26,16,68.10887897,0.085,92,8.12,98.75,9,30,33,80,85,75,79,40,31,0.53,82
Netherlands,Machine Learning Engineer,LLM,Senior,11,113426,Bootcamp,Tech,Large,2021,Onsite,4.68,24,24.03605063,0.069,64,4.51,75.14,8,12,16,66,87,53,90,62,12,2.15,82
Singapore,Data Scientist,Reinforcement Learning,Senior,8,105163,Diploma,Education,Small,2022,Onsite,3.23,12,69.18230415,0.094,54,1.07,86.72,6,23,14,67,79,25,86,43,91,0.88,79
Germany,Software Engineer AI,MLOps,Senior,11,124785,Bootcamp,Finance,Medium,2021,Remote,3.83,17,100,0.055,82,8.75,68.67,8,28,31,89,82,64,76,24,45,0.65,79
France,Research Scientist,LLM,Entry,1,73056,Bachelor,Finance,Large,2020,Onsite,4.06,24,53.42253418,0.34,100,7.9,85.31,5,16,47,78,68,86,68,39,74,2.16,73
USA,NLP Engineer,NLP,Lead,12,176336,Bootcamp,Retail,Enterprise,2020,Hybrid,3.36,29,46.22491842,0.043,55,7.08,53.74,10,24,69,95,91,55,84,36,1,1.25,85
Singapore,Machine Learning Engineer,Reinforcement Learning,Mid,2,78055,Diploma,Automotive,Small,2026,Hybrid,3.22,24,58.10330341,0.256,81,4.59,50.04,3,18,36,23,75,66,64,26,100,1.81,64
USA,Machine Learning Engineer,Forecasting,Lead,12,150369,Master,Education,Enterprise,2025,Remote,4.48,32,83.47056562,0.071,82,4.97,63.31,6,11,32,70,87,70,64,46,31,2.4,77
UAE,Machine Learning Engineer,Computer Vision,Mid,5,102341,Bachelor,Energy,Large,2026,Hybrid,4.72,30,22.57884196,0.131,89,2.02,94.73,4,10,19,77,83,50,55,20,54,1.02,68
Germany,NLP Engineer,LLM,Entry,1,70159,Bootcamp,Tech,Small,2026,Onsite,4.53,21,68.21456395,0.336,89,6.3,83.2,14,26,63,16,65,71,44,37,86,2.33,59
Japan,NLP Engineer,Reinforcement Learning,Lead,13,158462,PhD,Telecom,Startup,2020,Hybrid,4.66,22,55.3799569,0.022,91,1.44,67.33,5,26,72,97,72,72,70,45,73,0.81,85
Germany,Research Scientist,Generative AI,Lead,13,173483,Diploma,Energy,Medium,2023,Remote,3.29,18,70.63454369,0.056,63,9.42,77.03,4,11,6,90,90,60,78,41,22,2.04,82
India,Research Scientist,Forecasting,Mid,3,31910,Bootcamp,Consulting,Startup,2026,Hybrid,4.23,14,34.04579757,0.131,69,4.06,62.05,13,24,90,1,69,47,50,23,91,1.21,62
UAE,Machine Learning Engineer,MLOps,Entry,0,68798,PhD,Energy,Enterprise,2024,Onsite,4,8,71.26779685,0.305,73,7.02,47.41,5,18,86,14,75,66,87,22,45,2.05,85
France,Research Scientist,MLOps,Senior,7,102313,Bachelor,Consulting,Enterprise,2020,Hybrid,3.52,3,25.42922948,0.126,81,0.51,67.35,14,14,11,94,80,59,80,49,89,2.34,76
France,NLP Engineer,NLP,Senior,11,105060,PhD,Finance,Startup,2021,Onsite,3.43,13,21.3988538,0.104,69,3.66,71.57,4,19,39,82,68,53,77,96,52,0.59,73
UAE,Data Scientist,Reinforcement Learning,Entry,1,54299,Bootcamp,Telecom,Small,2026,Onsite,3.87,16,59.86970778,0.393,99,6.92,71.65,11,22,35,89,75,75,86,13,57,0.56,66
USA,Software Engineer AI,Analytics,Entry,1,102830,Bootcamp,Consulting,Startup,2022,Onsite,4.37,20,48.10787052,0.427,81,8.55,73.69,8,28,4,63,45,79,75,51,21,0.92,77
USA,NLP Engineer,NLP,Mid,5,123207,Master,Gaming,Large,2023,Onsite,3.22,22,59.72196829,0.233,74,5.07,49.95,4,19,19,42,66,57,68,48,90,1.56,74
USA,Data Analyst,MLOps,Lead,17,161826,Diploma,Healthcare,Medium,2020,Onsite,4.39,23,48.32779659,0.072,66,6.51,60.4,9,30,46,85,86,65,63,49,68,0.65,88
Japan,Machine Learning Engineer,LLM,Senior,6,90052,Bachelor,Healthcare,Enterprise,2023,Remote,4.28,24,58.57149313,0.076,63,7.25,85.48,6,14,16,60,87,60,68,12,44,2.23,72
Brazil,Data Scientist,MLOps,Mid,2,31162,PhD,Retail,Large,2021,Hybrid,3.88,29,56.48731982,0.192,51,8.95,51.99,12,29,17,23,77,58,75,27,90,1.67,68
UK,Machine Learning Engineer,NLP,Senior,7,121328,PhD,Gaming,Enterprise,2020,Remote,3.67,18,75.97467809,0.112,53,0.66,90.77,10,19,34,50,79,29,98,41,67,0.78,73
Singapore,Machine Learning Engineer,Analytics,Mid,3,86832,Master,Consulting,Enterprise,2026,Onsite,4.75,30,47.72667175,0.193,81,5.81,90.04,11,25,2,54,73,69,93,30,11,1.65,76
Brazil,AI Engineer,Forecasting,Senior,7,64170,Bachelor,Finance,Large,2020,Hybrid,3.3,16,53.449402,0.086,64,6.23,48.41,13,21,64,87,77,53,69,15,90,2.18,76
India,Research Scientist,Reinforcement Learning,Senior,10,66451,Bootcamp,Gaming,Enterprise,2021,Hybrid,3.36,25,52.53305372,0.08,61,8.74,62.18,7,16,46,66,84,59,77,22,32,1.57,58
Singapore,Software Engineer AI,Computer Vision,Entry,1,70141,Bootcamp,Automotive,Enterprise,2023,Onsite,4.07,18,80.91939603,0.277,94,4.2,73.49,6,22,47,76,69,72,88,12,26,0.83,70
Brazil,Machine Learning Engineer,Computer Vision,Lead,17,73492,Master,Education,Large,2022,Onsite,3.49,25,66.9552475,0.081,69,0.82,55.16,12,29,15,95,82,43,59,44,3,2.31,65
France,Data Scientist,Computer Vision,Mid,2,79251,Bachelor,Gaming,Startup,2021,Onsite,3.97,13,51.7150876,0.126,54,3.63,85.78,11,18,26,5,75,40,74,39,4,1.74,75
Japan,Data Analyst,Computer Vision,Senior,10,90256,Diploma,Finance,Enterprise,2020,Hybrid,4.34,16,45.87774446,0,66,5.27,83.33,10,30,72,84,85,56,86,37,15,1.99,79
Germany,Data Analyst,Forecasting,Mid,4,55392,PhD,Telecom,Medium,2024,Hybrid,4.01,16,65.35600793,0.225,75,6.45,71.59,3,18,50,62,75,63,72,51,39,1.87,63
Singapore,NLP Engineer,Computer Vision,Entry,1,68961,Diploma,Automotive,Enterprise,2026,Remote,3.94,12,60.46251822,0.382,67,4.28,84,12,11,65,86,63,43,76,12,43,1.92,72
Brazil,Research Scientist,Forecasting,Mid,3,48730,Diploma,Consulting,Startup,2026,Onsite,3.52,18,75.75379659,0.222,82,3.88,94.78,10,15,57,44,70,52,62,36,71,1.96,56
France,Computer Vision Engineer,LLM,Senior,8,89366,PhD,Tech,Large,2026,Hybrid,4.4,20,58.7275227,0.065,64,4.77,79.72,10,22,37,52,86,44,86,49,52,2.39,76
India,Data Analyst,Forecasting,Senior,8,30135,Diploma,Consulting,Small,2022,Onsite,3.83,7,47.50969979,0.143,75,5.58,72.11,10,15,83,72,81,70,80,19,12,2.44,69
Australia,Computer Vision Engineer,Computer Vision,Mid,5,105724,PhD,Healthcare,Medium,2024,Onsite,3.39,18,36.2757159,0.182,55,1.64,69.84,11,11,71,42,71,36,78,41,98,1.11,81
UK,Research Scientist,Reinforcement Learning,Senior,9,114367,PhD,Tech,Small,2023,Remote,4.44,16,42.45540136,0.134,72,0.78,70.4,11,13,79,35,77,52,83,72,64,0.59,73
France,AI Engineer,LLM,Entry,0,60381,Bachelor,Consulting,Small,2026,Onsite,4.01,14,38.36037284,0.373,58,7.69,81.86,9,20,75,66,61,52,76,20,83,0.85,72
Singapore,Data Analyst,Generative AI,Entry,1,47723,Bachelor,Healthcare,Medium,2023,Hybrid,4.11,16,30.50946643,0.336,67,0.42,96.71,5,11,4,51,59,44,83,46,62,1.39,57
Brazil,Software Engineer AI,Generative AI,Senior,6,40935,Bootcamp,Healthcare,Small,2021,Onsite,3.28,15,52.38136264,0.024,74,1.66,48.87,12,29,88,43,88,53,54,25,32,0.7,67
UK,Data Analyst,Reinforcement Learning,Mid,4,63163,Master,Tech,Medium,2022,Hybrid,4.38,17,56.32902574,0.209,78,5.93,80.21,14,13,94,71,73,56,75,24,51,0.65,65
UAE,NLP Engineer,MLOps,Lead,18,168038,Master,Education,Enterprise,2023,Hybrid,4.34,4,44.56051951,0.099,71,1.57,51.85,4,18,20,56,82,45,87,32,39,1.09,77
UAE,Machine Learning Engineer,LLM,Lead,15,147568,PhD,Consulting,Large,2020,Hybrid,4.36,8,79.57278002,0.037,63,9.38,86.95,6,12,85,52,82,68,75,55,92,2.1,77
Singapore,AI Engineer,Reinforcement Learning,Mid,3,89212,Bootcamp,Healthcare,Large,2025,Hybrid,3.52,21,29.35604034,0.248,93,3.33,95.25,6,28,35,100,76,69,68,51,49,2.18,65
Australia,Computer Vision Engineer,NLP,Lead,12,129808,Bootcamp,Automotive,Large,2024,Onsite,4.04,3,51.70080804,0.077,75,5.48,59.08,8,18,16,6,83,56,91,52,80,1.2,85
USA,Computer Vision Engineer,Analytics,Entry,1,88273,Bachelor,Consulting,Enterprise,2020,Remote,4.05,32,71.33527846,0.366,79,4.1,50.7,8,30,66,97,67,60,79,27,36,1.99,77
India,Research Scientist,NLP,Lead,18,64499,Diploma,Tech,Large,2021,Hybrid,4.71,17,48.19016202,0.139,75,1.7,64.28,9,10,70,45,78,49,92,70,70,1.97,86
Netherlands,AI Engineer,Forecasting,Senior,6,111549,Bachelor,Education,Startup,2023,Hybrid,4.14,19,20.57048878,0.083,77,7.77,72.72,14,18,25,44,79,74,65,29,14,1.28,87
Singapore,Computer Vision Engineer,LLM,Entry,1,67705,PhD,Consulting,Medium,2024,Onsite,4.54,16,52.74957219,0.458,75,1.85,99.99,3,23,21,54,56,46,76,56,6,0.58,73
Germany,Data Scientist,NLP,Entry,0,53879,Diploma,Healthcare,Startup,2020,Remote,3.27,17,25.99947246,0.423,65,1.38,69.25,6,23,35,98,46,37,69,34,39,1.83,68
France,Software Engineer AI,Analytics,Lead,13,150919,Master,Tech,Medium,2025,Onsite,3.4,21,40.16214958,0.006,50,1.87,94.55,5,27,37,79,87,25,86,57,97,1.07,82
Singapore,Data Analyst,LLM,Mid,3,75650,Master,Consulting,Small,2026,Hybrid,4.08,18,67.09199725,0.07,71,5.74,66.56,6,11,3,72,88,55,69,49,24,1.72,73
France,AI Engineer,MLOps,Mid,4,92364,Bootcamp,Education,Large,2024,Onsite,4.12,1,72.3336607,0.173,67,5.29,75.71,10,27,59,44,76,64,51,28,85,1.01,65
Canada,Computer Vision Engineer,Generative AI,Lead,12,123805,Bootcamp,Energy,Enterprise,2022,Onsite,3.53,17,90.30076531,0.133,57,9.19,57.95,4,28,33,23,85,64,74,25,3,0.54,82
UAE,Machine Learning Engineer,Computer Vision,Mid,4,83001,Master,Gaming,Medium,2026,Hybrid,4.65,32,3.691084407,0.091,100,2.33,73.3,5,22,50,80,90,61,73,32,8,1.87,71
Brazil,NLP Engineer,Analytics,Senior,9,57899,Bootcamp,Energy,Small,2022,Remote,3.76,16,46.86271004,0.106,55,1.3,87.33,6,24,62,12,82,33,79,42,99,2.08,74
Germany,Research Scientist,Computer Vision,Lead,17,150010,Bootcamp,Automotive,Medium,2025,Remote,4.42,22,35.32373022,0.104,66,0.72,54,4,28,54,36,81,43,47,55,1,0.53,82
Singapore,Software Engineer AI,Reinforcement Learning,Entry,1,78409,Bachelor,Finance,Enterprise,2023,Onsite,3.78,4,44.056714,0.398,52,6.23,79.37,10,21,57,45,65,57,72,35,24,0.65,74
USA,Research Scientist,Analytics,Lead,19,263125,Bootcamp,Tech,Medium,2021,Onsite,4.44,14,66.05627094,0.158,59,3.97,64.79,7,14,69,71,87,48,72,56,43,0.81,93
UAE,Machine Learning Engineer,Generative AI,Mid,5,89694,Diploma,Consulting,Enterprise,2022,Onsite,4.28,7,46.27082917,0.193,85,0.52,89.28,4,10,83,54,74,43,62,12,9,2.13,59
Singapore,Machine Learning Engineer,LLM,Senior,8,135432,Master,Automotive,Small,2024,Hybrid,3.59,1,60.66400372,0.129,68,1.59,72.36,13,15,23,65,82,48,72,12,94,1.56,79
USA,Computer Vision Engineer,LLM,Entry,0,73322,Master,Consulting,Small,2026,Onsite,3.59,33,52.13622386,0.315,77,7.3,49.66,3,18,91,99,72,71,79,22,40,1.76,71
France,Research Scientist,Analytics,Senior,9,105744,Master,Finance,Medium,2025,Hybrid,3.73,25,51.61340885,0.142,52,9.33,99.84,14,28,69,17,77,68,85,36,34,2.4,79
USA,Research Scientist,Generative AI,Lead,19,226714,Bootcamp,Education,Large,2025,Onsite,4.62,24,64.87306899,0.094,89,1.37,52.14,3,13,34,4,82,63,60,42,85,0.98,79
France,Data Analyst,NLP,Senior,9,65714,PhD,Telecom,Enterprise,2023,Hybrid,4.15,16,56.13195971,0.049,84,7.25,56.58,6,24,94,94,84,69,53,47,31,1.53,58
Netherlands,Research Scientist,Reinforcement Learning,Lead,17,189510,PhD,Tech,Large,2025,Remote,4.79,8,54.81213261,0.055,100,7.13,63.25,12,23,21,90,90,85,72,72,57,1.27,91
Japan,Data Scientist,Computer Vision,Mid,4,90162,Bachelor,Energy,Enterprise,2021,Remote,4.15,12,42.2740023,0.203,84,4.27,57.21,5,24,87,86,73,64,87,21,40,2.46,75
Canada,NLP Engineer,Forecasting,Mid,4,79766,PhD,Gaming,Medium,2020,Onsite,3.81,8,62.97158117,0.148,74,0.26,71.39,7,25,4,51,84,43,54,40,63,2.39,75
Germany,Data Scientist,MLOps,Mid,3,88529,Bootcamp,Telecom,Small,2026,Onsite,3.35,13,47.92625473,0.21,67,6.27,66.69,14,30,96,72,73,62,78,46,89,2.19,81
UAE,Research Scientist,Generative AI,Senior,6,81152,Bootcamp,Education,Small,2023,Onsite,4.09,14,78.39097629,0.087,59,1.06,87.2,12,28,82,69,82,45,70,16,37,1.26,59
UK,Machine Learning Engineer,MLOps,Lead,13,163632,Master,Gaming,Medium,2022,Remote,4.4,29,49.32583273,0.054,40,5.38,80.74,11,14,13,80,79,43,81,44,91,1.19,99
USA,Computer Vision Engineer,Generative AI,Senior,7,163696,Master,Automotive,Enterprise,2024,Onsite,3.84,19,74.21283246,0.124,91,1.25,72.77,13,22,50,17,83,66,72,27,99,2.19,81
Germany,Machine Learning Engineer,Forecasting,Mid,3,87460,Bootcamp,Automotive,Startup,2025,Onsite,3.93,8,88.31545746,0.251,68,6.66,76.21,12,30,1,47,71,59,75,68,63,1.52,72
UAE,Data Scientist,Generative AI,Lead,13,113541,Bachelor,Automotive,Startup,2022,Hybrid,3.37,30,58.67783764,0.112,64,5.29,63.69,12,28,57,61,73,59,70,63,10,0.53,75
UAE,Machine Learning Engineer,Forecasting,Lead,15,164294,PhD,Automotive,Medium,2020,Remote,3.87,3,30.68055968,0.121,98,2.01,92.46,5,17,28,92,77,69,77,34,77,2,91
UAE,AI Engineer,Computer Vision,Lead,17,151446,Master,Telecom,Small,2020,Onsite,3.54,16,65.82281532,0.109,56,0.86,85.46,3,29,17,22,80,39,81,76,10,2.31,84
Germany,NLP Engineer,Reinforcement Learning,Mid,5,79540,Diploma,Gaming,Startup,2024,Hybrid,4.68,22,65.30303256,0.208,79,7.24,80.8,7,17,4,11,69,82,44,81,85,1.31,59
France,NLP Engineer,Computer Vision,Entry,0,71114,PhD,Tech,Enterprise,2020,Onsite,3.66,18,68.96076543,0.392,63,8.71,78,8,23,79,24,62,74,68,42,78,1.43,71
Netherlands,NLP Engineer,Computer Vision,Lead,12,142950,Master,Healthcare,Enterprise,2026,Remote,3.99,15,54.72535433,0.109,95,6.3,45.45,4,16,1,92,83,73,98,38,73,1.02,91
Netherlands,Software Engineer AI,LLM,Mid,4,89057,Diploma,Healthcare,Startup,2025,Onsite,3.26,20,73.46059413,0.214,59,8.23,56.18,10,13,95,76,67,60,66,70,90,0.73,77
Australia,Software Engineer AI,Forecasting,Mid,5,104354,Diploma,Gaming,Small,2022,Hybrid,4.67,22,60.55571371,0.211,67,7.04,55.47,5,24,93,74,77,66,67,53,73,1.84,67
Canada,Computer Vision Engineer,Reinforcement Learning,Senior,11,161154,PhD,Consulting,Medium,2025,Onsite,3.2,19,55.96927041,0.157,80,0.23,75.55,13,24,73,4,68,53,79,54,97,2.06,78
India,AI Engineer,NLP,Entry,1,28000,Bachelor,Education,Enterprise,2020,Onsite,4.37,19,27.07757916,0.479,64,6.62,58.4,8,16,97,40,64,57,77,12,4,1.34,71
Singapore,Computer Vision Engineer,Analytics,Mid,4,117436,Master,Retail,Small,2026,Onsite,4.54,6,43.45642888,0.113,64,0.68,71.2,6,19,15,63,71,44,62,28,55,0.81,74
USA,Data Analyst,Reinforcement Learning,Senior,11,121887,Bachelor,Telecom,Medium,2024,Hybrid,4.05,17,46.50162161,0.041,67,2.85,65.47,6,17,4,80,93,55,71,52,34,1.54,75
Brazil,Software Engineer AI,Computer Vision,Entry,1,35038,Bachelor,Telecom,Startup,2026,Onsite,3.36,12,56.63620319,0.44,59,2.86,50.05,3,21,29,71,50,42,64,31,59,1,63
UK,Research Scientist,Computer Vision,Mid,2,91510,Bachelor,Automotive,Enterprise,2026,Hybrid,4.79,15,55.87616894,0.189,67,7.03,67.01,6,13,99,34,81,55,67,31,60,1.75,66
USA,Computer Vision Engineer,Analytics,Lead,14,166653,Bachelor,Retail,Startup,2024,Onsite,3.77,18,57.08776413,0.11,49,2.55,94.54,12,12,92,90,72,32,71,83,84,0.72,83
Singapore,Software Engineer AI,Forecasting,Senior,6,115425,Bachelor,Retail,Large,2026,Hybrid,4.06,1,60.6591801,0.046,74,8.18,74.87,10,20,50,72,80,56,85,27,23,1.99,80
USA,Data Analyst,Computer Vision,Senior,10,93971,Bootcamp,Finance,Enterprise,2026,Onsite,4.37,17,46.44312072,0.049,79,8.44,60.97,8,28,62,21,88,71,68,58,72,2.07,74
UAE,Data Analyst,Forecasting,Lead,17,90921,Bootcamp,Gaming,Enterprise,2023,Hybrid,3.44,16,49.88078277,0.146,71,1.02,73.28,4,30,14,12,75,44,77,24,34,0.91,73
USA,AI Engineer,NLP,Mid,2,113308,PhD,Gaming,Enterprise,2022,Hybrid,4.37,46,54.24052617,0.141,92,8.74,49.46,5,13,97,38,80,84,95,12,32,0.57,79
Germany,Computer Vision Engineer,Forecasting,Lead,16,129872,Master,Energy,Enterprise,2023,Remote,3.75,22,49.58210378,0.136,66,9.31,64.07,6,12,62,37,86,67,67,30,8,2.31,79
India,NLP Engineer,Analytics,Lead,16,75040,Bachelor,Energy,Startup,2020,Onsite,4.07,18,45.97567,0.06,79,2.45,96.55,8,29,44,62,74,56,60,53,20,1.28,66
Germany,Research Scientist,NLP,Lead,15,189685,Bachelor,Telecom,Small,2022,Hybrid,3.77,25,46.91943011,0.125,58,9.48,88.57,5,25,46,47,79,56,57,37,13,0.8,72
Netherlands,Data Analyst,Forecasting,Senior,9,74581,Diploma,Education,Medium,2020,Onsite,3.74,26,51.56330003,0.025,67,7.97,49.36,12,12,34,55,88,59,66,66,62,0.78,76
UK,Research Scientist,LLM,Lead,16,159574,Diploma,Automotive,Large,2022,Onsite,3.52,9,53.35697326,0.001,73,8.97,73.86,5,11,47,18,89,77,62,49,60,1.6,73
Japan,Research Scientist,LLM,Senior,8,130993,PhD,Automotive,Startup,2020,Onsite,4.28,32,89.147651,0.102,75,7.3,82.45,4,12,62,34,81,60,72,52,41,0.57,80
Brazil,Data Analyst,MLOps,Entry,1,28000,Bachelor,Finance,Small,2024,Hybrid,3.92,19,44.21453571,0.474,89,0.64,84.39,4,27,25,67,53,57,72,67,96,2.46,67
Canada,Computer Vision Engineer,Generative AI,Entry,0,58738,PhD,Finance,Small,2022,Remote,4.52,20,45.78150529,0.43,54,9.45,60.29,7,17,10,77,60,70,50,24,80,1.78,59
UAE,Data Analyst,Forecasting,Entry,1,48668,Bootcamp,Retail,Small,2021,Hybrid,3.59,28,94.43218025,0.366,79,9.37,68.88,3,11,42,67,58,85,63,21,64,0.93,61
India,Machine Learning Engineer,MLOps,Mid,5,47404,PhD,Healthcare,Medium,2025,Onsite,4.08,1,57.43561329,0.124,61,6.97,99.58,3,28,44,6,81,62,60,37,3,2.14,69
UK,NLP Engineer,LLM,Entry,0,60140,Diploma,Gaming,Small,2026,Hybrid,3.84,21,60.36495632,0.338,82,6.11,46.08,14,30,99,48,63,71,51,54,34,1.97,58
Germany,Software Engineer AI,MLOps,Lead,18,182310,Diploma,Automotive,Enterprise,2024,Hybrid,4.79,16,98.27472097,0.059,88,4.93,58.3,3,19,100,72,88,72,80,25,70,1.82,89
